Mathematics,Science,English,Hindi,Social Science,Physics,Chemistry,Biology,Basic Electrical Engineering,Mathematics I,Analog Electronic Circuits,Environmental Science,Basic Manufacturing Systems,Yoga and Human Consciousness,Professional Communication,Engineering Graphics,Computer Programming,Data Structures and Algorithms,Digital Electronics,Engineering Economics,Object-Oriented Programming,Probability & Statistics,Computer Organization and Architecture,Database Management Systems,Principle of Digital Communication,Operating Systems,Automata and Formal Languages,Web Technology,Business Communication,Software Engineering,Big Data,Design and Analysis of Algorithms,High-Performance Computing,Computer Networks,Artificial Intelligence,Law of Patent,Data Analytics,Internet of Things,Compiler Design,Software Project Management,Cloud Computing,Tools and Techniques Laboratory,Minor Project,Job Role
79,74,54,58,80,89,83,66,59,93,79,93,90,50,74,82,86,79,59,100,80,69,88,58,69,92,83,88,85,75,55,85,75,74,80,90,64,86,68,89,73,76,82,Patent Lawyer
87,58,85,69,50,92,68,64,63,94,82,79,86,76,94,92,97,80,68,70,80,91,98,97,87,73,70,51,99,66,81,74,56,64,55,50,87,86,97,75,72,60,62,Software Developer
62,63,80,65,61,59,73,91,99,61,68,50,61,69,67,52,87,81,87,80,76,53,65,67,51,61,54,95,57,82,60,52,93,84,74,80,97,88,82,57,57,51,97,Data Scientist
57,72,99,97,86,58,93,51,59,54,93,87,80,99,72,93,96,79,72,91,57,54,81,98,58,96,50,84,62,53,97,96,70,65,77,58,62,56,75,92,72,83,74,Mechanical Engineer
77,85,75,70,59,96,62,84,58,91,85,50,82,87,73,77,55,57,82,75,71,84,97,97,85,100,81,68,50,78,73,97,60,88,94,55,91,92,74,54,64,73,58,Data Scientist
100,88,63,59,84,52,81,91,92,95,92,89,83,87,83,98,58,50,50,85,93,58,88,95,56,56,65,84,70,80,62,69,53,59,61,88,58,85,79,60,80,70,69,Doctor
51,83,62,88,92,95,58,82,94,53,78,89,67,80,53,84,85,59,97,72,50,97,97,69,67,94,72,82,93,80,84,73,100,90,97,95,54,64,73,87,91,85,62,AI Researcher
65,98,61,70,85,85,51,75,56,74,72,59,70,100,79,51,61,52,88,65,66,70,57,64,54,51,58,52,100,66,87,82,50,97,91,70,56,77,53,73,71,59,97,Software Developer
97,63,60,67,84,87,53,94,56,90,76,50,89,68,78,55,89,66,81,68,83,52,89,95,84,59,70,77,73,79,59,81,66,89,58,57,90,76,79,68,87,100,67,Software Developer
100,67,73,77,75,80,89,52,53,75,90,93,64,64,63,77,83,96,96,54,65,64,84,58,87,66,68,79,51,76,51,65,94,65,76,73,79,87,91,91,74,57,98,Full Stack Developer
97,60,75,57,94,57,94,71,76,53,79,98,69,61,92,66,83,68,97,66,82,67,56,63,88,79,79,87,72,73,94,82,69,69,83,61,78,69,93,56,56,61,88,Machine Learning Engineer
75,82,82,100,89,53,96,55,50,59,53,54,91,62,93,92,66,89,51,90,65,55,52,97,62,89,60,97,63,97,100,75,92,99,74,87,99,87,53,62,78,74,75,Data Scientist
72,85,99,77,53,82,92,69,50,81,93,60,97,73,89,85,86,66,65,55,92,85,63,79,51,67,67,62,80,71,75,68,50,62,71,77,91,83,71,90,76,64,84,Data Scientist
82,97,80,55,68,72,76,58,61,59,72,77,61,83,68,58,98,71,82,83,66,97,72,90,92,52,55,52,85,100,77,52,62,84,96,91,68,67,82,57,51,86,54,Database Administrator
65,91,61,99,59,70,65,60,97,52,83,94,92,56,55,51,68,83,67,75,60,89,51,88,52,90,93,84,67,79,88,62,86,98,80,50,64,51,72,65,75,58,76,Cybersecurity Analyst
99,77,72,55,95,70,81,83,61,99,92,78,76,100,76,84,62,58,64,80,71,77,93,56,90,78,69,70,73,67,85,80,94,93,94,70,100,91,68,99,55,82,86,Data Scientist
77,89,88,94,86,68,87,60,57,70,94,72,76,96,53,62,79,53,91,73,92,93,68,57,69,79,86,57,88,56,62,62,99,67,60,80,58,88,61,94,53,89,92,Technical Consultant
50,57,64,95,69,84,94,87,51,73,88,81,95,56,70,55,68,89,77,69,70,78,95,59,62,79,99,55,68,67,55,99,79,80,56,60,63,77,90,76,72,98,90,Doctor
99,80,85,74,96,100,92,90,50,67,61,89,53,66,56,62,86,83,69,56,94,79,81,83,82,77,76,98,53,62,66,98,57,79,98,56,92,73,74,66,85,72,90,Software Developer
78,85,54,90,94,55,84,59,53,67,71,74,90,54,74,66,96,69,83,99,50,98,92,87,89,87,88,55,92,50,97,72,63,61,54,96,82,72,100,97,96,62,96,Civil Services
82,59,61,90,91,79,84,79,99,91,94,65,82,81,63,53,92,53,80,90,77,99,84,65,99,99,50,61,86,71,55,53,83,87,60,71,53,60,66,78,79,74,94,Cybersecurity Analyst
97,85,79,100,56,66,92,78,54,54,90,85,89,59,64,77,97,64,85,74,78,59,92,67,76,80,89,69,100,70,54,62,80,91,60,59,65,52,82,62,91,64,53,Software Developer
61,76,70,76,63,66,88,57,54,77,72,63,71,50,84,57,66,63,86,88,52,91,54,52,60,99,67,95,59,62,51,95,67,68,63,61,66,90,61,96,92,96,84,Economist
70,77,56,74,77,63,56,63,71,81,53,82,56,98,97,90,50,66,57,58,97,73,63,94,82,62,72,99,62,98,70,51,53,57,89,89,76,92,86,52,72,52,50,Database Administrator
85,70,52,69,76,87,54,90,90,54,79,91,91,73,61,62,56,58,92,70,53,55,87,50,89,57,63,94,90,90,50,74,56,93,80,77,96,57,65,92,56,58,95,Data Scientist
55,61,90,50,73,66,89,59,90,65,76,59,83,67,70,70,63,100,62,71,91,93,71,63,91,55,98,85,97,85,81,62,74,71,79,64,75,76,97,57,93,94,68,Patent Lawyer
95,73,73,59,68,92,65,66,83,76,55,55,91,91,62,55,79,98,83,80,70,81,79,61,83,72,78,61,87,91,80,76,81,99,92,63,94,91,90,78,83,84,93,Data Scientist
86,61,59,78,93,55,51,61,54,78,80,93,97,90,99,85,70,54,59,86,98,66,52,77,59,83,69,73,81,60,67,60,71,78,62,96,50,76,90,73,92,95,78,Project Manager
55,76,73,76,57,78,82,53,82,65,85,59,61,82,62,88,93,59,50,78,66,87,84,97,89,67,94,84,72,94,91,73,86,63,94,97,99,54,56,66,75,54,74,Data Scientist
76,73,69,60,94,94,67,54,77,95,78,65,94,97,61,65,51,79,81,75,90,72,51,68,61,72,88,71,65,57,54,67,96,84,91,61,67,87,84,98,74,52,63,Network Engineer
71,70,99,51,79,71,71,73,51,56,73,92,70,84,67,69,55,63,64,88,67,54,57,99,82,89,73,68,70,65,58,50,64,73,99,65,77,78,59,50,68,86,79,Environmental Engineer
79,94,54,98,79,74,57,65,91,78,62,95,79,87,66,79,53,59,60,88,64,72,83,54,62,56,96,77,98,88,75,89,87,67,85,80,91,53,99,89,69,69,66,Data Scientist
68,62,83,54,84,60,72,68,61,72,73,86,98,50,97,92,82,98,52,70,91,66,87,61,79,73,77,93,80,72,79,77,51,56,58,53,87,94,66,50,60,57,76,Data Scientist
70,80,63,52,77,74,87,55,58,100,60,91,54,91,71,99,98,62,54,94,61,93,53,75,91,92,67,87,74,77,82,83,71,61,79,57,98,77,54,95,96,99,56,Data Scientist
70,63,69,92,78,74,88,99,53,88,61,83,53,70,76,82,68,53,61,56,98,83,99,72,56,68,55,65,60,86,68,77,73,73,62,56,54,84,59,87,100,55,74,Doctor
50,93,53,77,63,97,56,65,98,95,55,66,82,80,94,65,85,61,99,57,91,93,73,88,88,99,54,78,61,99,61,56,81,86,72,91,73,63,74,70,57,94,81,AI Researcher
90,99,98,78,54,97,82,91,81,82,61,75,75,95,100,63,95,66,56,69,86,76,75,97,50,78,84,94,67,86,85,99,78,80,77,100,50,73,55,99,80,62,72,Software Developer
82,71,79,92,70,86,100,65,51,60,80,76,64,98,93,82,55,69,77,55,59,91,57,80,93,90,99,62,81,92,92,100,61,78,81,96,78,98,62,74,80,80,77,Engineer
57,74,57,85,50,83,80,90,89,69,72,85,67,71,71,91,88,62,67,85,56,98,96,51,55,68,100,72,80,96,64,94,97,90,52,86,86,52,60,83,75,70,100,Data Scientist
88,69,73,53,75,95,100,85,85,73,92,63,79,94,67,57,99,63,93,76,85,96,100,70,83,84,99,70,83,63,76,71,76,84,66,75,56,96,94,65,63,99,51,Software Developer
82,54,79,61,63,65,53,64,87,75,61,95,87,74,80,60,72,50,89,70,78,81,88,64,51,88,67,92,71,83,88,65,64,83,88,91,100,87,55,51,74,68,73,Data Scientist
70,69,67,68,67,67,84,73,60,64,76,87,52,50,71,91,76,63,71,68,75,77,98,92,57,69,92,99,85,78,66,85,51,100,75,79,90,86,71,71,99,76,68,Data Scientist
87,66,78,61,93,72,77,52,67,86,82,96,94,92,53,57,65,88,77,76,83,87,57,81,50,64,74,95,93,91,99,67,92,62,67,71,53,64,92,77,50,51,90,Full Stack Developer
58,100,89,90,52,52,51,59,77,91,74,76,63,84,88,99,62,54,91,78,85,51,58,88,60,100,65,60,63,91,80,97,57,75,87,78,79,54,88,56,97,77,98,Database Administrator
56,88,52,58,99,99,82,70,53,91,98,89,71,57,54,81,66,78,94,82,50,97,94,92,80,73,56,52,95,76,55,91,54,71,89,53,63,73,54,80,57,81,89,AI Researcher
71,91,90,54,100,73,52,96,100,88,65,85,60,80,67,57,57,60,63,63,98,65,91,59,95,68,78,89,70,54,92,82,91,69,56,77,75,63,60,70,75,99,68,Web Developer
57,73,78,84,97,71,83,89,75,59,51,93,61,80,99,81,66,58,56,62,76,54,62,77,55,81,50,72,59,84,58,86,82,88,51,51,74,61,95,57,86,56,71,Doctor
84,57,98,75,67,73,58,81,70,56,78,80,59,79,69,52,92,78,64,76,76,99,82,98,51,62,65,63,64,94,74,86,50,98,58,91,87,79,55,63,100,94,65,Data Scientist
79,69,67,65,56,56,59,90,55,90,94,77,75,75,72,91,82,58,68,67,50,90,92,73,53,91,53,60,56,74,72,79,95,91,63,50,50,59,92,66,63,92,61,Cybersecurity Analyst
98,78,95,86,86,86,74,82,66,89,74,78,52,54,62,87,62,86,51,91,82,74,100,57,72,85,70,54,85,62,53,90,81,59,64,68,66,60,58,85,73,58,56,Engineer
62,83,61,96,92,100,85,66,96,71,95,94,73,50,82,60,92,99,64,83,66,89,75,98,84,81,78,92,51,71,76,78,81,63,79,81,69,52,78,81,72,92,84,AI Researcher
67,66,61,54,58,58,90,53,63,65,80,78,74,100,60,57,56,69,76,77,63,71,59,76,82,91,85,73,57,69,55,96,91,81,81,61,87,87,87,53,86,70,75,Data Scientist
80,71,55,64,75,91,70,91,56,78,62,57,73,85,94,84,56,93,76,68,65,65,63,81,53,73,90,61,66,81,67,55,66,83,97,52,65,79,80,65,53,90,99,Civil Engineer
91,61,96,75,50,61,81,50,69,68,62,84,57,65,77,98,79,87,58,69,58,87,74,72,57,90,80,51,79,72,77,66,66,50,97,51,96,86,87,70,80,83,85,Data Scientist
72,94,92,65,64,51,74,85,74,75,73,80,96,80,75,100,86,59,86,50,94,61,82,93,87,86,64,77,66,91,77,67,60,52,99,96,79,51,100,78,73,93,92,Database Administrator
51,64,74,53,60,100,70,88,89,62,56,93,77,54,95,65,57,96,83,92,86,62,65,100,88,99,81,72,76,56,97,81,59,56,62,91,81,65,85,68,77,71,92,Patent Lawyer
98,71,54,67,79,76,94,92,82,85,86,69,65,56,91,82,95,60,93,94,54,77,97,59,93,88,78,50,55,76,59,58,60,66,73,75,55,99,55,92,75,64,78,Software Developer
65,81,89,53,80,97,81,84,98,98,63,60,82,54,50,96,55,73,68,95,53,54,58,53,62,61,66,93,67,71,83,58,63,73,83,62,70,90,79,50,92,95,68,Mechanical Engineer
52,79,80,74,60,79,56,57,59,68,53,56,74,71,88,82,54,85,78,81,88,59,77,54,64,96,64,85,67,80,58,53,57,57,76,53,66,83,73,72,81,83,71,Cloud Engineer
65,82,64,98,53,85,100,50,70,92,76,82,51,95,80,77,95,75,54,58,97,90,92,62,96,77,97,96,59,69,80,87,53,73,88,54,56,84,66,74,87,58,87,AI Researcher
85,91,93,85,61,85,80,77,81,83,88,63,51,80,73,76,53,54,99,64,66,77,51,53,64,96,54,59,51,74,83,51,68,97,50,52,100,98,91,89,66,62,92,Data Scientist
53,86,85,63,89,71,90,98,66,72,89,70,73,72,52,60,57,53,60,92,88,81,83,67,73,74,99,89,72,96,96,51,60,76,81,96,84,73,81,84,60,55,92,Doctor
71,57,91,71,77,60,69,82,76,70,67,73,66,68,97,68,84,70,54,87,80,50,92,53,90,73,87,95,54,60,98,78,66,82,62,50,96,81,80,73,75,52,97,Data Scientist
83,71,100,77,61,56,90,81,56,79,81,68,67,97,75,64,63,95,50,85,68,75,77,83,89,66,61,75,89,53,80,91,96,53,85,79,71,85,71,81,63,57,62,Full Stack Developer
60,91,61,90,99,68,97,96,93,50,95,56,83,84,74,64,55,73,94,77,97,99,54,53,90,83,52,77,87,94,93,53,54,71,53,94,72,81,87,71,85,50,65,Doctor
98,62,76,54,71,81,70,76,56,77,60,92,83,95,97,82,63,59,52,96,96,87,72,87,60,80,85,64,56,65,54,60,53,97,78,95,87,62,54,60,63,54,94,Data Scientist
53,75,64,59,52,51,54,91,69,89,88,95,56,68,66,55,91,50,67,80,59,82,63,56,68,80,76,54,73,57,89,69,94,66,55,67,74,81,98,89,98,79,94,Environmental Engineer
51,75,57,62,53,70,80,62,84,68,73,95,72,81,67,60,50,83,50,97,76,85,87,53,57,89,60,86,74,64,50,59,80,81,62,86,80,66,88,77,74,84,52,Cybersecurity Analyst
76,89,86,67,99,79,50,83,86,95,51,67,59,73,74,97,66,67,65,67,76,100,91,94,52,56,95,72,58,56,54,73,58,58,90,95,61,59,56,77,85,98,50,Patent Lawyer
70,67,71,94,59,90,88,59,66,57,62,50,59,92,84,71,78,79,85,56,81,65,76,81,79,59,97,94,55,54,99,57,74,95,94,56,99,53,73,61,99,78,80,Data Scientist
61,77,69,80,63,90,77,56,63,54,100,95,77,60,58,100,77,63,64,91,68,51,77,93,87,81,57,76,70,100,79,87,55,79,86,95,61,92,73,85,84,88,96,Database Administrator
75,64,59,56,91,73,62,88,81,50,97,97,100,99,86,80,59,99,96,98,90,75,71,96,93,53,71,69,66,85,71,72,81,68,88,78,94,100,98,84,62,50,67,Data Scientist
79,97,87,95,72,60,93,97,80,76,68,77,83,78,76,90,96,70,97,88,55,66,88,76,97,92,73,53,58,92,70,74,78,57,73,57,54,98,66,59,77,82,51,Doctor
66,100,95,68,86,57,64,86,85,99,51,69,80,100,99,86,94,87,56,66,59,85,67,74,81,63,99,73,87,65,78,89,76,90,93,50,78,67,78,57,67,73,50,Project Manager
68,50,51,92,86,74,58,87,67,67,78,85,55,64,84,93,87,86,73,89,72,56,61,92,78,59,73,81,91,91,92,72,52,90,72,97,87,90,58,57,58,85,87,Data Scientist
55,54,72,93,56,80,92,83,89,79,87,51,93,100,62,67,100,77,59,92,98,84,59,96,85,74,68,77,78,92,89,93,88,77,80,57,86,88,65,76,52,58,59,Data Scientist
62,82,81,54,51,91,50,59,55,100,100,76,51,72,91,56,66,85,92,50,59,94,66,76,72,76,93,93,61,57,92,52,82,99,73,76,79,51,90,86,71,54,61,AI Researcher
80,93,57,64,92,54,53,88,62,70,96,79,82,89,53,95,70,75,94,91,57,94,86,68,71,71,94,99,83,79,61,57,82,90,56,92,98,82,52,82,82,64,86,Data Scientist
84,91,55,84,87,60,63,85,79,83,55,62,69,59,85,69,52,53,73,96,66,72,62,71,77,70,67,66,83,68,92,53,55,63,55,52,67,85,73,71,98,73,98,Machine Learning Engineer
78,78,63,71,53,63,87,76,92,56,89,99,61,60,63,82,59,53,84,67,52,63,85,60,98,92,59,54,78,76,96,52,60,94,73,99,95,68,73,79,98,97,95,Data Scientist
98,91,69,65,78,69,80,59,58,66,55,94,60,71,69,87,55,54,69,55,82,69,96,91,51,82,69,91,96,96,57,84,86,79,78,95,71,71,82,88,65,86,63,Database Administrator
71,88,82,78,54,58,90,93,100,78,77,81,63,64,92,74,72,77,75,64,55,74,63,82,80,87,54,66,98,98,87,72,66,97,83,87,86,86,95,66,74,75,87,Data Scientist
67,97,81,98,89,79,56,98,69,96,53,60,68,63,57,58,77,73,65,96,88,80,61,89,75,69,62,92,72,65,57,60,52,73,58,97,78,50,50,82,61,73,94,Web Developer
51,71,50,81,63,68,80,78,64,61,88,58,86,75,58,70,87,86,59,81,83,54,71,87,78,89,55,64,94,79,67,89,91,78,67,50,61,68,90,66,73,75,88,Systems Analyst
70,79,62,100,57,88,73,72,50,91,84,78,51,70,71,72,84,78,65,76,59,67,75,77,56,64,70,59,69,90,86,86,88,95,63,56,76,63,100,92,60,54,100,DevOps Engineer
99,75,61,98,80,62,79,85,77,54,86,78,69,65,98,50,99,97,58,89,56,90,80,51,52,71,72,89,62,80,96,79,100,89,61,56,83,64,63,88,57,97,71,Software Developer
52,68,100,62,84,62,80,77,68,58,57,90,83,76,64,53,99,61,66,58,61,91,76,56,76,81,93,83,74,95,89,85,59,61,75,73,71,83,80,97,50,87,100,Software Engineer
61,61,77,70,75,65,91,66,98,73,67,77,58,71,91,87,70,87,83,50,61,90,95,87,50,74,75,79,51,61,62,63,85,75,64,59,80,94,92,99,57,69,98,Mechanical Engineer
60,75,62,95,67,72,75,79,98,93,79,64,63,94,91,78,70,99,80,55,68,99,52,86,80,95,64,63,97,67,99,52,62,97,81,86,61,99,85,93,93,81,94,Cybersecurity Analyst
68,71,50,59,74,80,66,61,63,99,98,64,53,65,65,93,90,51,55,87,79,53,95,96,79,90,89,57,61,95,95,60,61,84,58,69,52,57,65,84,71,62,74,Cybersecurity Analyst
83,83,83,99,55,93,61,87,64,74,87,86,51,64,60,96,54,76,94,68,83,50,93,70,62,52,65,90,68,93,57,71,55,65,60,53,86,82,57,89,88,97,85,Data Scientist
95,70,65,77,54,70,72,68,77,50,85,80,81,56,82,92,86,59,74,72,56,54,84,93,65,61,77,90,88,86,68,97,65,67,86,51,75,57,99,83,50,85,54,Software Developer
88,50,90,88,59,99,91,71,80,85,88,87,90,76,84,78,88,67,58,96,76,58,67,85,53,76,69,53,71,70,67,100,64,90,56,57,84,53,99,99,98,95,87,Software Developer
69,63,67,61,75,54,77,63,64,61,76,65,70,81,78,82,58,57,68,97,98,55,92,86,60,96,98,74,83,63,99,98,61,63,60,75,87,96,77,72,75,56,94,Data Scientist
89,69,89,53,56,73,86,80,52,95,80,94,52,74,88,91,54,76,51,55,76,50,94,66,77,95,57,84,97,50,94,95,72,90,60,78,92,54,77,61,65,51,94,Data Scientist
94,93,85,90,70,73,52,62,86,82,71,53,69,92,96,63,80,96,76,73,69,67,72,52,54,100,69,60,68,77,82,84,56,53,51,86,77,74,60,58,80,67,69,Full Stack Developer
62,57,89,66,87,75,85,91,90,65,72,84,65,51,72,54,63,68,94,94,97,95,51,85,63,92,89,100,82,55,75,73,66,96,91,50,88,74,63,72,70,55,99,Data Scientist
100,82,80,68,60,68,81,58,50,98,55,64,92,55,64,79,88,57,64,92,58,68,67,81,96,95,61,69,87,98,59,92,73,55,72,65,61,71,85,62,50,58,50,Software Developer
79,52,93,73,91,65,96,97,63,61,59,68,81,85,56,78,72,67,92,92,98,51,100,76,75,55,97,59,59,77,76,71,99,98,83,85,53,84,95,85,72,79,60,Civil Services
79,71,65,60,90,96,86,64,91,63,50,97,87,86,70,88,80,85,82,92,82,83,86,65,65,86,50,90,79,70,58,93,62,52,64,64,57,96,50,68,96,89,57,AI Researcher
77,99,86,66,94,73,85,93,61,50,84,69,83,90,85,77,88,63,95,84,91,95,83,75,64,79,60,68,73,79,96,85,95,60,88,81,54,58,73,92,51,83,51,Doctor
50,65,96,60,78,64,81,90,88,59,67,98,97,93,94,51,76,77,68,63,57,52,88,99,54,78,92,75,97,69,53,69,85,86,94,100,62,84,100,82,61,60,80,Doctor
55,58,77,65,61,92,56,93,100,77,59,92,56,77,70,61,56,58,73,61,76,73,50,96,58,59,62,88,76,71,84,63,54,86,67,66,80,72,93,67,96,87,84,Environmental Engineer
80,80,62,76,55,93,94,65,53,91,99,72,76,88,75,93,63,71,73,60,73,51,70,71,90,69,86,93,81,51,93,54,71,93,62,88,77,92,61,87,92,81,52,Patent Lawyer
97,51,70,73,92,50,99,72,84,63,98,77,68,83,80,98,88,70,53,69,88,76,54,57,57,96,66,90,64,78,72,57,82,53,87,62,50,65,74,62,85,54,73,Software Developer
50,95,57,80,71,78,89,78,76,55,72,87,63,89,70,57,75,90,92,63,64,55,78,96,88,76,50,80,95,91,88,87,75,63,94,83,54,100,94,56,52,94,68,Database Administrator
55,81,88,68,65,92,77,57,83,99,58,58,82,81,76,56,93,55,67,95,89,60,86,66,51,53,63,64,82,53,89,65,65,50,68,50,76,98,61,56,90,97,65,Marine Biologist
67,97,83,93,79,93,53,82,72,55,56,96,85,78,65,92,54,58,81,60,100,75,96,58,56,71,79,60,70,68,79,99,96,77,89,82,50,73,67,75,84,100,77,Mechanical Engineer
76,95,83,74,72,84,75,76,59,81,71,70,68,93,76,95,95,80,65,66,80,85,91,73,69,59,97,86,51,99,91,77,51,58,70,87,99,68,62,81,64,86,92,Data Scientist
67,66,92,68,96,55,65,59,93,56,98,65,79,53,79,80,78,76,54,52,78,80,73,63,65,100,60,53,54,86,70,73,94,50,80,69,76,77,96,67,56,56,58,DevOps Engineer
77,58,72,67,55,53,73,74,83,64,51,71,58,62,92,72,87,54,57,99,57,56,96,73,99,82,54,67,85,87,77,93,87,54,94,58,94,58,81,96,85,85,79,Data Scientist
68,83,90,50,68,51,82,88,51,57,93,75,96,56,81,98,91,90,77,61,67,53,76,100,94,52,59,55,70,66,85,78,78,95,84,91,77,96,52,58,72,70,53,Doctor
58,99,53,55,65,66,86,64,91,87,95,75,70,76,71,80,82,80,94,55,91,90,91,61,97,51,61,98,76,53,79,66,64,51,56,100,52,76,80,78,75,87,84,Web Developer
74,86,59,53,55,93,80,90,64,71,100,50,60,68,55,81,62,89,70,51,50,71,82,75,87,82,100,55,54,66,98,60,90,66,80,61,68,83,70,76,74,80,70,Data Analyst
84,93,84,68,77,52,78,63,63,50,94,91,76,79,85,85,58,95,51,68,55,66,88,96,82,51,100,55,75,94,60,53,98,64,77,77,87,50,98,61,56,75,57,Data Scientist
74,80,81,88,68,53,53,66,63,73,78,67,68,52,71,85,72,81,100,91,54,55,62,56,81,68,58,59,56,76,62,82,82,63,52,94,96,94,91,70,94,89,100,Data Scientist
74,82,97,50,100,59,62,63,91,63,75,52,75,90,50,65,74,66,93,92,90,82,75,53,53,68,50,91,87,84,50,69,100,71,57,87,54,59,89,81,72,52,82,Civil Services
97,84,52,62,89,53,94,51,56,72,60,89,63,57,90,68,95,99,82,79,62,77,91,78,66,64,87,91,99,99,91,92,56,51,80,68,81,60,65,68,76,77,78,Software Developer
95,61,98,50,89,93,91,53,63,80,98,79,96,55,50,99,80,95,99,89,51,95,97,73,56,100,74,91,59,53,93,57,89,86,62,70,87,60,51,85,52,51,79,Data Scientist
63,74,83,77,59,84,76,79,75,86,93,71,63,96,54,83,86,51,98,66,57,71,65,67,91,96,90,60,79,69,59,88,60,54,91,72,61,87,67,57,63,55,90,Telecommunications Engineer
95,80,96,90,83,60,87,80,96,70,59,54,82,79,67,57,60,56,64,97,80,50,94,74,95,56,87,68,93,79,94,62,97,72,65,70,71,83,76,76,55,89,98,Machine Learning Engineer
88,83,58,55,62,63,60,53,66,73,75,83,59,52,60,69,100,96,99,67,57,71,60,50,69,50,78,59,72,97,88,67,78,57,84,57,77,95,82,51,84,90,50,Software Developer
73,89,51,83,84,58,52,80,97,63,98,53,65,90,52,69,80,78,61,64,59,82,52,98,74,64,55,61,75,75,100,73,68,71,59,73,69,81,97,82,50,77,83,Pharmacist
98,57,67,64,59,59,57,79,90,57,73,92,67,63,86,99,52,71,68,63,62,91,89,62,87,81,86,81,75,84,76,81,59,94,57,82,54,77,84,77,53,51,68,Cybersecurity Analyst
99,99,64,75,77,98,50,77,50,68,74,55,96,89,87,50,96,85,99,82,69,51,62,56,67,85,60,83,72,67,96,62,82,73,87,83,75,65,57,50,67,50,86,Software Developer
66,59,56,94,74,80,100,85,63,73,63,79,71,92,94,63,91,71,57,89,79,70,51,98,55,66,67,75,60,86,54,66,61,50,96,51,77,59,51,99,85,51,89,Database Administrator
85,90,77,72,87,56,81,97,56,55,77,72,97,60,64,55,72,72,76,89,82,84,83,51,81,91,95,74,83,87,63,51,58,53,87,64,53,88,84,92,100,79,96,Doctor
92,81,88,65,55,50,80,53,75,92,93,53,75,61,60,59,62,58,73,92,60,60,57,62,51,53,68,77,76,62,53,86,59,85,79,88,91,77,51,98,68,60,79,Data Scientist
